date,store_id,region,product_id,category,year,month,day_of_week,weekend_flag,holiday_flag,regular_price,selling_price,competitor_price,unit_cost,discount_pct,promotion_flag,promotion_type,promotion_propensity,advertising_spend,supplier_cost_index,shipping_cost_index,weather_index,customer_traffic,inventory_level,stockout_flag,units_sold,revenue,gross_profit,true_price_elasticity
2024-01-18,S003,Central,P009,Personal Care,2024,1,Thursday,0,0,6.63,6.63,6.56,3.05,0.0,0,none,0.13,8.89,1.0273,0.9953,0.5182,1132,38,1,38,251.98,135.96,-1.3
2024-01-18,S003,Central,P010,Personal Care,2024,1,Thursday,0,0,11.24,11.24,11.81,5.34,0.0,0,none,0.13,13.91,1.0273,0.9953,0.5182,1132,21,1,21,236.03,123.83,-1.6
2024-01-18,S004,East,P001,Beverages,2024,1,Thursday,0,0,4.64,3.94,4.42,2.14,0.15,1,bundle_offer,0.16,77.44,1.0273,0.9953,0.5182,856,102,0,84,331.09,151.57,-1.8
2024-01-18,S004,East,P002,Beverages,2024,1,Thursday,0,0,7.07,7.07,7.14,3.26,0.0,0,none,0.16,6.83,1.0273,0.9953,0.5182,856,37,0,23,162.72,87.82,-2.1
2024-01-18,S004,East,P003,Beverages,2024,1,Thursday,0,0,10.03,9.23,9.28,4.68,0.08,1,bundle_offer,0.16,58.9,1.0273,0.9953,0.5182,856,55,0,42,387.53,190.92,-2.4
2024-01-18,S004,East,P004,Grocery,2024,1,Thursday,0,0,4.18,4.18,4.14,1.78,0.0,0,none,0.13,17.79,1.0273,0.9953,0.5182,856,73,0,64,267.32,153.34,-1.4
2024-01-18,S004,East,P005,Grocery,2024,1,Thursday,0,0,5.4,5.4,5.42,2.6,0.0,0,none,0.13,24.83,1.0273,0.9953,0.5182,856,36,0,23,124.28,64.59,-1.7
2024-01-18,S004,East,P006,Grocery,2024,1,Thursday,0,0,9.09,9.09,9.22,4.38,0.0,0,none,0.13,20.49,1.0273,0.9953,0.5182,856,35,0,22,199.96,103.69,-2.0
2024-01-18,S004,East,P007,Household,2024,1,Thursday,0,0,7.44,7.44,7.16,3.87,0.0,0,none,0.13,13.37,1.0273,0.9953,0.5182,856,20,1,20,148.75,71.41,-1.2
2024-01-18,S004,East,P008,Household,2024,1,Thursday,0,0,13.27,13.27,13.43,6.61,0.0,0,none,0.13,27.83,1.0273,0.9953,0.5182,856,25,0,20,265.41,133.11,-1.5
2024-01-18,S004,East,P009,Personal Care,2024,1,Thursday,0,0,6.56,5.58,6.59,3.05,0.15,1,percentage_discount,0.13,66.75,1.0273,0.9953,0.5182,856,63,0,42,234.24,106.01,-1.3
2024-01-18,S004,East,P010,Personal Care,2024,1,Thursday,0,0,10.98,10.98,10.89,5.34,0.0,0,none,0.13,27.37,1.0273,0.9953,0.5182,856,25,1,25,274.4,140.83,-1.6
2024-01-18,S005,East,P001,Beverages,2024,1,Thursday,0,0,4.58,4.58,4.79,2.14,0.0,0,none,0.16,25.76,1.0273,0.9953,0.5182,803,31,0,23,105.24,56.09,-1.8
2024-01-18,S005,East,P002,Beverages,2024,1,Thursday,0,0,7.2,7.2,7.35,3.26,0.0,0,none,0.16,21.02,1.0273,0.9953,0.5182,803,39,0,36,259.19,141.96,-2.1
2024-01-18,S005,East,P003,Beverages,2024,1,Thursday,0,0,9.81,9.81,10.3,4.68,0.0,0,none,0.16,9.71,1.0273,0.9953,0.5182,803,18,1,18,176.49,92.23,-2.4
2024-01-18,S005,East,P004,Grocery,2024,1,Thursday,0,0,4.18,4.18,4.0,1.78,0.0,0,none,0.13,17.93,1.0273,0.9953,0.5182,803,71,0,40,167.12,95.88,-1.4
2024-01-18,S005,East,P005,Grocery,2024,1,Thursday,0,0,5.68,5.68,5.86,2.6,0.0,0,none,0.13,22.42,1.0273,0.9953,0.5182,803,38,1,38,216.01,117.39,-1.7
2024-01-18,S005,East,P006,Grocery,2024,1,Thursday,0,0,9.47,9.47,9.62,4.38,0.0,0,none,0.13,0.0,1.0273,0.9953,0.5182,803,23,1,23,217.92,117.27,-2.0
2024-01-18,S005,East,P007,Household,2024,1,Thursday,0,0,7.87,7.87,7.34,3.87,0.0,0,none,0.13,22.73,1.0273,0.9953,0.5182,803,28,1,28,220.48,112.2,-1.2
2024-01-18,S005,East,P008,Household,2024,1,Thursday,0,0,12.78,12.78,13.09,6.61,0.0,0,none,0.13,18.11,1.0273,0.9953,0.5182,803,16,0,16,204.43,98.59,-1.5
2024-01-18,S005,East,P009,Personal Care,2024,1,Thursday,0,0,6.43,6.43,6.1,3.05,0.0,0,none,0.13,17.61,1.0273,0.9953,0.5182,803,23,0,20,128.67,67.61,-1.3
2024-01-18,S005,East,P010,Personal Care,2024,1,Thursday,0,0,11.36,11.36,11.51,5.34,0.0,0,none,0.13,13.5,1.0273,0.9953,0.5182,803,15,0,14,159.0,84.2,-1.6
2024-01-19,S001,West,P001,Beverages,2024,1,Friday,0,0,4.74,4.74,4.65,2.15,0.0,0,none,0.16,6.92,1.0344,1.0042,0.6805,940,51,0,41,194.36,106.07,-1.8
2024-01-19,S001,West,P002,Beverages,2024,1,Friday,0,0,7.13,7.13,7.89,3.28,0.0,0,none,0.16,12.12,1.0344,1.0042,0.6805,940,34,0,30,213.94,115.51,-2.1
2024-01-19,S001,West,P003,Beverages,2024,1,Friday,0,0,10.18,10.18,10.94,4.72,0.0,0,none,0.16,13.83,1.0344,1.0042,0.6805,940,33,0,33,336.1,180.45,-2.4
2024-01-19,S001,West,P004,Grocery,2024,1,Friday,0,0,3.96,3.96,4.15,1.79,0.0,0,none,0.13,15.91,1.0344,1.0042,0.6805,940,56,0,39,154.47,84.49,-1.4
2024-01-19,S001,West,P005,Grocery,2024,1,Friday,0,0,5.59,5.59,5.85,2.61,0.0,0,none,0.13,36.16,1.0344,1.0042,0.6805,940,47,0,43,240.18,127.75,-1.7
2024-01-19,S001,West,P006,Grocery,2024,1,Friday,0,0,8.99,8.99,8.16,4.41,0.0,0,none,0.13,31.89,1.0344,1.0042,0.6805,940,27,1,27,242.75,123.71,-2.0
2024-01-19,S001,West,P007,Household,2024,1,Friday,0,0,7.71,7.71,7.6,3.9,0.0,0,none,0.13,20.76,1.0344,1.0042,0.6805,940,22,1,22,169.66,83.94,-1.2
2024-01-19,S001,West,P008,Household,2024,1,Friday,0,0,13.68,12.59,12.39,6.66,0.08,1,feature_display,0.13,71.39,1.0344,1.0042,0.6805,940,33,0,26,327.29,154.01,-1.5
2024-01-19,S001,West,P009,Personal Care,2024,1,Friday,0,0,6.62,6.62,6.84,3.08,0.0,0,none,0.13,14.84,1.0344,1.0042,0.6805,940,27,0,15,99.3,53.16,-1.3
2024-01-19,S001,West,P010,Personal Care,2024,1,Friday,0,0,11.51,11.51,10.7,5.38,0.0,0,none,0.13,34.42,1.0344,1.0042,0.6805,940,24,0,18,207.13,110.24,-1.6
2024-01-19,S002,West,P001,Beverages,2024,1,Friday,0,0,4.67,4.67,4.76,2.15,0.0,0,none,0.16,21.69,1.0344,1.0042,0.6805,796,61,0,34,158.73,85.52,-1.8
2024-01-19,S002,West,P002,Beverages,2024,1,Friday,0,0,7.19,7.19,6.88,3.28,0.0,0,none,0.16,19.71,1.0344,1.0042,0.6805,796,30,0,27,194.18,105.59,-2.1
2024-01-19,S002,West,P003,Beverages,2024,1,Friday,0,0,9.84,9.84,9.94,4.72,0.0,0,none,0.16,15.06,1.0344,1.0042,0.6805,796,23,0,19,186.96,97.35,-2.4
2024-01-19,S002,West,P004,Grocery,2024,1,Friday,0,0,4.1,4.1,4.05,1.79,0.0,0,none,0.13,34.32,1.0344,1.0042,0.6805,796,60,0,58,237.71,133.64,-1.4
2024-01-19,S002,West,P005,Grocery,2024,1,Friday,0,0,5.72,5.72,5.86,2.61,0.0,0,none,0.13,3.09,1.0344,1.0042,0.6805,796,33,0,27,154.38,83.79,-1.7
2024-01-19,S002,West,P006,Grocery,2024,1,Friday,0,0,9.01,9.01,9.22,4.41,0.0,0,none,0.13,8.19,1.0344,1.0042,0.6805,796,18,1,18,162.16,82.8,-2.0
2024-01-19,S002,West,P007,Household,2024,1,Friday,0,0,7.74,7.74,8.17,3.9,0.0,0,none,0.13,14.05,1.0344,1.0042,0.6805,796,18,0,14,108.29,53.75,-1.2
2024-01-19,S002,West,P008,Household,2024,1,Friday,0,0,13.72,13.72,14.33,6.66,0.0,0,none,0.13,20.43,1.0344,1.0042,0.6805,796,17,1,17,233.28,119.98,-1.5
2024-01-19,S002,West,P009,Personal Care,2024,1,Friday,0,0,6.48,6.48,6.67,3.08,0.0,0,none,0.13,31.14,1.0344,1.0042,0.6805,796,24,1,24,155.45,81.62,-1.3
2024-01-19,S002,West,P010,Personal Care,2024,1,Friday,0,0,10.82,10.82,9.26,5.38,0.0,0,none,0.13,10.19,1.0344,1.0042,0.6805,796,11,1,11,119.02,59.81,-1.6
2024-01-19,S003,Central,P001,Beverages,2024,1,Friday,0,0,4.69,4.69,4.79,2.15,0.0,0,none,0.16,12.94,1.0344,1.0042,0.6805,1092,52,1,52,243.9,131.94,-1.8
2024-01-19,S003,Central,P002,Beverages,2024,1,Friday,0,0,7.1,7.1,7.42,3.28,0.0,0,none,0.16,20.63,1.0344,1.0042,0.6805,1092,60,0,52,369.33,198.71,-2.1
2024-01-19,S003,Central,P003,Beverages,2024,1,Friday,0,0,10.08,10.08,10.62,4.72,0.0,0,none,0.16,6.94,1.0344,1.0042,0.6805,1092,34,0,34,342.64,182.28,-2.4
2024-01-19,S003,Central,P004,Grocery,2024,1,Friday,0,0,4.28,4.28,4.11,1.79,0.0,0,none,0.13,27.79,1.0344,1.0042,0.6805,1092,80,0,69,295.29,171.48,-1.4
2024-01-19,S003,Central,P005,Grocery,2024,1,Friday,0,0,5.84,5.84,5.79,2.61,0.0,0,none,0.13,27.72,1.0344,1.0042,0.6805,1092,87,0,51,297.62,164.27,-1.7
2024-01-19,S003,Central,P006,Grocery,2024,1,Friday,0,0,9.44,9.44,9.25,4.41,0.0,0,none,0.13,16.29,1.0344,1.0042,0.6805,1092,40,0,32,302.17,161.09,-2.0
2024-01-19,S003,Central,P007,Household,2024,1,Friday,0,0,7.94,7.94,8.64,3.9,0.0,0,none,0.13,17.61,1.0344,1.0042,0.6805,1092,45,0,26,206.39,105.08,-1.2
2024-01-19,S003,Central,P008,Household,2024,1,Friday,0,0,12.65,12.65,13.35,6.66,0.0,0,none,0.13,13.87,1.0344,1.0042,0.6805,1092,18,0,12,151.8,71.82,-1.5
2024-01-19,S003,Central,P009,Personal Care,2024,1,Friday,0,0,6.72,6.72,7.1,3.08,0.0,0,none,0.13,20.02,1.0344,1.0042,0.6805,1092,56,0,38,255.26,138.37,-1.3
2024-01-19,S003,Central,P010,Personal Care,2024,1,Friday,0,0,11.52,11.52,12.53,5.38,0.0,0,none,0.13,24.88,1.0344,1.0042,0.6805,1092,39,0,30,345.73,184.24,-1.6
2024-01-19,S004,East,P001,Beverages,2024,1,Friday,0,0,4.58,4.58,4.38,2.15,0.0,0,none,0.16,23.41,1.0344,1.0042,0.6805,762,30,0,30,137.41,72.81,-1.8
2024-01-19,S004,East,P002,Beverages,2024,1,Friday,0,0,7.42,7.42,7.01,3.28,0.0,0,none,0.16,17.03,1.0344,1.0042,0.6805,762,28,1,28,207.87,116.0,-2.1
2024-01-19,S004,East,P003,Beverages,2024,1,Friday,0,0,9.98,9.98,9.73,4.72,0.0,0,none,0.16,26.78,1.0344,1.0042,0.6805,762,30,0,23,229.64,121.15,-2.4
2024-01-19,S004,East,P004,Grocery,2024,1,Friday,0,0,3.98,3.98,3.91,1.79,0.0,0,none,0.13,30.68,1.0344,1.0042,0.6805,762,53,0,32,127.32,69.9,-1.4
2024-01-19,S004,East,P005,Grocery,2024,1,Friday,0,0,5.81,5.81,5.46,2.61,0.0,0,none,0.13,14.71,1.0344,1.0042,0.6805,762,45,0,40,232.21,127.62,-1.7
2024-01-19,S004,East,P006,Grocery,2024,1,Friday,0,0,9.32,9.32,9.11,4.41,0.0,0,none,0.13,16.72,1.0344,1.0042,0.6805,762,29,0,22,205.12,108.12,-2.0
2024-01-19,S004,East,P007,Household,2024,1,Friday,0,0,7.52,7.52,7.58,3.9,0.0,0,none,0.13,8.29,1.0344,1.0042,0.6805,762,19,0,16,120.29,57.95,-1.2
2024-01-19,S004,East,P008,Household,2024,1,Friday,0,0,13.57,13.57,14.19,6.66,0.0,0,none,0.13,13.53,1.0344,1.0042,0.6805,762,21,0,15,203.58,103.6,-1.5
2024-01-19,S004,East,P009,Personal Care,2024,1,Friday,0,0,6.47,6.47,6.69,3.08,0.0,0,none,0.13,4.38,1.0344,1.0042,0.6805,762,26,0,24,155.17,81.34,-1.3
2024-01-19,S004,East,P010,Personal Care,2024,1,Friday,0,0,11.29,11.29,11.46,5.38,0.0,0,none,0.13,16.79,1.0344,1.0042,0.6805,762,24,0,14,158.0,82.64,-1.6
2024-01-19,S005,East,P001,Beverages,2024,1,Friday,0,0,4.49,4.04,4.27,2.15,0.1,1,percentage_discount,0.16,50.35,1.0344,1.0042,0.6805,790,64,0,42,169.67,79.23,-1.8
2024-01-19,S005,East,P002,Beverages,2024,1,Friday,0,0,7.22,7.22,7.37,3.28,0.0,0,none,0.16,21.62,1.0344,1.0042,0.6805,790,41,0,37,267.25,145.85,-2.1
2024-01-19,S005,East,P003,Beverages,2024,1,Friday,0,0,9.76,9.76,10.03,4.72,0.0,0,none,0.16,21.29,1.0344,1.0042,0.6805,790,20,1,20,195.11,100.77,-2.4
2024-01-19,S005,East,P004,Grocery,2024,1,Friday,0,0,4.22,3.17,4.21,1.79,0.25,1,percentage_discount,0.13,47.08,1.0344,1.0042,0.6805,790,131,0,71,224.74,97.35,-1.4
2024-01-19,S005,East,P005,Grocery,2024,1,Friday,0,0,5.63,5.63,5.65,2.61,0.0,0,none,0.13,19.24,1.0344,1.0042,0.6805,790,41,0,32,180.17,96.51,-1.7
2024-01-19,S005,East,P006,Grocery,2024,1,Friday,0,0,9.21,9.21,9.33,4.41,0.0,0,none,0.13,19.04,1.0344,1.0042,0.6805,790,26,0,23,211.91,110.5,-2.0
2024-01-19,S005,East,P007,Household,2024,1,Friday,0,0,7.53,7.53,7.84,3.9,0.0,0,none,0.13,21.68,1.0344,1.0042,0.6805,790,18,0,12,90.38,43.62,-1.2
2024-01-19,S005,East,P008,Household,2024,1,Friday,0,0,13.22,10.58,13.32,6.66,0.2,1,percentage_discount,0.13,60.0,1.0344,1.0042,0.6805,790,38,0,28,296.18,109.57,-1.5
2024-01-19,S005,East,P009,Personal Care,2024,1,Friday,0,0,6.77,6.77,6.71,3.08,0.0,0,none,0.13,19.43,1.0344,1.0042,0.6805,790,20,1,20,135.34,73.82,-1.3
2024-01-19,S005,East,P010,Personal Care,2024,1,Friday,0,0,11.25,11.25,12.11,5.38,0.0,0,none,0.13,13.21,1.0344,1.0042,0.6805,790,15,0,12,134.99,70.39,-1.6
2024-01-20,S001,West,P001,Beverages,2024,1,Saturday,1,0,4.57,4.57,4.87,2.15,0.0,0,none,0.22,11.54,1.0335,0.9976,0.6683,1005,49,0,44,201.09,106.59,-1.8
2024-01-20,S001,West,P002,Beverages,2024,1,Saturday,1,0,6.98,6.98,7.35,3.27,0.0,0,none,0.22,16.85,1.0335,0.9976,0.6683,1005,29,1,29,202.35,107.44,-2.1
2024-01-20,S001,West,P003,Beverages,2024,1,Saturday,1,0,9.76,8.29,8.97,4.7,0.15,1,bundle_offer,0.22,94.44,1.0335,0.9976,0.6683,1005,58,0,48,398.15,172.33,-2.4
2024-01-20,S001,West,P004,Grocery,2024,1,Saturday,1,0,4.04,4.04,4.35,1.79,0.0,0,none,0.19,17.75,1.0335,0.9976,0.6683,1005,86,0,69,278.9,155.4,-1.4
2024-01-20,S001,West,P005,Grocery,2024,1,Saturday,1,0,5.68,5.68,5.5,2.61,0.0,0,none,0.19,6.59,1.0335,0.9976,0.6683,1005,73,0,62,352.3,190.61,-1.7
2024-01-20,S001,West,P006,Grocery,2024,1,Saturday,1,0,8.95,8.95,9.93,4.4,0.0,0,none,0.19,0.53,1.0335,0.9976,0.6683,1005,32,1,32,286.44,145.71,-2.0
2024-01-20,S001,West,P007,Household,2024,1,Saturday,1,0,7.56,7.56,7.46,3.89,0.0,0,none,0.19,19.9,1.0335,0.9976,0.6683,1005,37,0,29,219.35,106.65,-1.2
2024-01-20,S001,West,P008,Household,2024,1,Saturday,1,0,13.45,13.45,14.68,6.65,0.0,0,none,0.19,16.65,1.0335,0.9976,0.6683,1005,27,0,24,322.89,163.34,-1.5
2024-01-20,S001,West,P009,Personal Care,2024,1,Saturday,1,0,6.82,6.82,6.88,3.07,0.0,0,none,0.19,29.65,1.0335,0.9976,0.6683,1005,40,0,33,224.98,123.73,-1.3
2024-01-20,S001,West,P010,Personal Care,2024,1,Saturday,1,0,11.54,11.54,12.56,5.37,0.0,0,none,0.19,15.12,1.0335,0.9976,0.6683,1005,27,0,26,300.11,160.51,-1.6
2024-01-20,S002,West,P001,Beverages,2024,1,Saturday,1,0,4.56,4.56,4.34,2.15,0.0,0,none,0.22,24.16,1.0335,0.9976,0.6683,939,56,0,39,177.84,94.08,-1.8
2024-01-20,S002,West,P002,Beverages,2024,1,Saturday,1,0,7.27,6.54,6.5,3.27,0.1,1,feature_display,0.22,77.12,1.0335,0.9976,0.6683,939,80,0,63,412.24,206.06,-2.1
2024-01-20,S002,West,P003,Beverages,2024,1,Saturday,1,0,9.54,9.54,9.52,4.7,0.0,0,none,0.22,25.49,1.0335,0.9976,0.6683,939,20,1,20,190.71,96.62,-2.4
2024-01-20,S002,West,P004,Grocery,2024,1,Saturday,1,0,4.12,4.12,4.45,1.79,0.0,0,none,0.19,17.57,1.0335,0.9976,0.6683,939,71,0,55,226.72,128.28,-1.4
2024-01-20,S002,West,P005,Grocery,2024,1,Saturday,1,0,5.93,5.93,6.09,2.61,0.0,0,none,0.19,12.39,1.0335,0.9976,0.6683,939,57,0,47,278.64,156.07,-1.7
2024-01-20,S002,West,P006,Grocery,2024,1,Saturday,1,0,9.19,9.19,9.47,4.4,0.0,0,none,0.19,23.67,1.0335,0.9976,0.6683,939,24,0,17,156.3,81.54,-2.0
2024-01-20,S002,West,P007,Household,2024,1,Saturday,1,0,7.85,7.85,8.19,3.89,0.0,0,none,0.19,15.77,1.0335,0.9976,0.6683,939,36,1,36,282.74,142.83,-1.2
2024-01-20,S002,West,P008,Household,2024,1,Saturday,1,0,13.26,13.26,13.27,6.65,0.0,0,none,0.19,23.72,1.0335,0.9976,0.6683,939,22,0,12,159.09,79.32,-1.5
2024-01-20,S002,West,P009,Personal Care,2024,1,Saturday,1,0,6.71,6.71,7.37,3.07,0.0,0,none,0.19,19.64,1.0335,0.9976,0.6683,939,44,0,32,214.8,116.62,-1.3
2024-01-20,S002,West,P010,Personal Care,2024,1,Saturday,1,0,11.02,11.02,11.25,5.37,0.0,0,none,0.19,19.55,1.0335,0.9976,0.6683,939,17,1,17,187.42,96.14,-1.6
2024-01-20,S003,Central,P001,Beverages,2024,1,Saturday,1,0,4.56,4.56,4.7,2.15,0.0,0,none,0.22,34.43,1.0335,0.9976,0.6683,1132,62,0,51,232.74,123.21,-1.8
2024-01-20,S003,Central,P002,Beverages,2024,1,Saturday,1,0,7.24,7.24,7.94,3.27,0.0,0,none,0.22,24.44,1.0335,0.9976,0.6683,1132,40,0,37,267.74,146.65,-2.1
2024-01-20,S003,Central,P003,Beverages,2024,1,Saturday,1,0,9.38,8.63,8.48,4.7,0.08,1,feature_display,0.22,62.48,1.0335,0.9976,0.6683,1132,42,0,34,293.31,133.36,-2.4
2024-01-20,S003,Central,P004,Grocery,2024,1,Saturday,1,0,4.12,4.12,4.18,1.79,0.0,0,none,0.19,18.77,1.0335,0.9976,0.6683,1132,93,0,80,329.3,186.12,-1.4
2024-01-20,S003,Central,P005,Grocery,2024,1,Saturday,1,0,5.82,5.82,6.7,2.61,0.0,0,none,0.19,16.44,1.0335,0.9976,0.6683,1132,79,0,67,390.23,215.5,-1.7
2024-01-20,S003,Central,P006,Grocery,2024,1,Saturday,1,0,9.34,8.41,10.24,4.4,0.1,1,feature_display,0.19,79.95,1.0335,0.9976,0.6683,1132,110,0,73,613.58,292.55,-2.0
2024-01-20,S003,Central,P007,Household,2024,1,Saturday,1,0,7.75,7.75,7.54,3.89,0.0,0,none,0.19,14.13,1.0335,0.9976,0.6683,1132,30,1,30,232.45,115.86,-1.2
2024-01-20,S003,Central,P008,Household,2024,1,Saturday,1,0,13.48,13.48,14.38,6.65,0.0,0,none,0.19,28.86,1.0335,0.9976,0.6683,1132,33,0,18,242.61,122.95,-1.5
2024-01-20,S003,Central,P009,Personal Care,2024,1,Saturday,1,0,6.64,6.64,7.14,3.07,0.0,0,none,0.19,14.4,1.0335,0.9976,0.6683,1132,58,0,27,179.25,96.4,-1.3
2024-01-20,S003,Central,P010,Personal Care,2024,1,Saturday,1,0,11.36,11.36,11.08,5.37,0.0,0,none,0.19,9.48,1.0335,0.9976,0.6683,1132,25,0,22,249.91,131.79,-1.6
2024-01-20,S004,East,P001,Beverages,2024,1,Saturday,1,0,4.7,4.7,4.31,2.15,0.0,0,none,0.22,20.39,1.0335,0.9976,0.6683,815,59,0,37,174.06,94.59,-1.8
2024-01-20,S004,East,P002,Beverages,2024,1,Saturday,1,0,7.43,7.43,7.83,3.27,0.0,0,none,0.22,0.05,1.0335,0.9976,0.6683,815,36,1,36,267.54,149.72,-2.1
2024-01-20,S004,East,P003,Beverages,2024,1,Saturday,1,0,9.73,9.73,9.88,4.7,0.0,0,none,0.22,22.32,1.0335,0.9976,0.6683,815,21,1,21,204.24,105.45,-2.4
2024-01-20,S004,East,P004,Grocery,2024,1,Saturday,1,0,4.16,4.16,4.49,1.79,0.0,0,none,0.19,9.18,1.0335,0.9976,0.6683,815,84,0,75,312.1,177.86,-1.4
2024-01-20,S004,East,P005,Grocery,2024,1,Saturday,1,0,5.57,5.57,5.68,2.61,0.0,0,none,0.19,15.37,1.0335,0.9976,0.6683,815,55,0,40,222.84,118.53,-1.7
2024-01-20,S004,East,P006,Grocery,2024,1,Saturday,1,0,9.36,9.36,9.41,4.4,0.0,0,none,0.19,24.53,1.0335,0.9976,0.6683,815,25,0,17,159.16,84.4,-2.0
2024-01-20,S004,East,P007,Household,2024,1,Saturday,1,0,7.51,7.14,8.02,3.89,0.05,1,feature_display,0.19,52.52,1.0335,0.9976,0.6683,815,27,1,27,192.73,87.8,-1.2
2024-01-20,S004,East,P008,Household,2024,1,Saturday,1,0,13.53,13.53,13.19,6.65,0.0,0,none,0.19,25.04,1.0335,0.9976,0.6683,815,27,0,18,243.63,123.97,-1.5
2024-01-20,S004,East,P009,Personal Care,2024,1,Saturday,1,0,6.74,6.2,6.54,3.07,0.08,1,feature_display,0.19,61.6,1.0335,0.9976,0.6683,815,46,1,46,285.13,143.99,-1.3
2024-01-20,S004,East,P010,Personal Care,2024,1,Saturday,1,0,11.06,11.06,10.27,5.37,0.0,0,none,0.19,23.08,1.0335,0.9976,0.6683,815,18,0,15,165.87,85.33,-1.6
2024-01-20,S005,East,P001,Beverages,2024,1,Saturday,1,0,4.71,4.71,4.76,2.15,0.0,0,none,0.22,16.08,1.0335,0.9976,0.6683,870,41,1,41,193.24,105.18,-1.8
2024-01-20,S005,East,P002,Beverages,2024,1,Saturday,1,0,7.11,7.11,7.17,3.27,0.0,0,none,0.22,16.42,1.0335,0.9976,0.6683,870,22,1,22,156.5,84.5,-2.1
2024-01-20,S005,East,P003,Beverages,2024,1,Saturday,1,0,9.52,8.76,10.11,4.7,0.08,1,feature_display,0.22,62.63,1.0335,0.9976,0.6683,870,31,0,28,245.35,113.62,-2.4
2024-01-20,S005,East,P004,Grocery,2024,1,Saturday,1,0,4.05,4.05,3.9,1.79,0.0,0,none,0.19,15.62,1.0335,0.9976,0.6683,870,47,1,47,190.3,106.18,-1.4
2024-01-20,S005,East,P005,Grocery,2024,1,Saturday,1,0,5.8,5.8,6.27,2.61,0.0,0,none,0.19,7.09,1.0335,0.9976,0.6683,870,48,0,35,202.94,111.66,-1.7
2024-01-20,S005,East,P006,Grocery,2024,1,Saturday,1,0,9.44,9.44,9.47,4.4,0.0,0,none,0.19,22.58,1.0335,0.9976,0.6683,870,43,0,26,245.57,131.23,-2.0
2024-01-20,S005,East,P007,Household,2024,1,Saturday,1,0,7.72,6.17,7.35,3.89,0.2,1,percentage_discount,0.19,82.88,1.0335,0.9976,0.6683,870,39,1,39,240.72,89.15,-1.2
2024-01-20,S005,East,P008,Household,2024,1,Saturday,1,0,14.08,12.39,14.41,6.65,0.12,1,bundle_offer,0.19,81.35,1.0335,0.9976,0.6683,870,44,0,32,396.52,183.79,-1.5
2024-01-20,S005,East,P009,Personal Care,2024,1,Saturday,1,0,6.78,6.1,6.36,3.07,0.1,1,feature_display,0.19,74.07,1.0335,0.9976,0.6683,870,44,1,44,268.52,133.52,-1.3
2024-01-20,S005,East,P010,Personal Care,2024,1,Saturday,1,0,11.43,11.43,10.78,5.37,0.0,0,none,0.19,11.75,1.0335,0.9976,0.6683,870,24,0,16,182.88,96.98,-1.6
2024-01-21,S001,West,P001,Beverages,2024,1,Sunday,1,0,4.76,4.76,4.71,2.14,0.0,0,none,0.22,18.44,1.0301,0.9912,0.4778,1047,86,0,66,314.28,173.13,-1.8
2024-01-21,S001,West,P002,Beverages,2024,1,Sunday,1,0,7.38,7.38,7.21,3.26,0.0,0,none,0.22,29.25,1.0301,0.9912,0.4778,1047,76,0,39,287.89,160.79,-2.1
2024-01-21,S001,West,P003,Beverages,2024,1,Sunday,1,0,9.62,9.62,10.28,4.68,0.0,0,none,0.22,16.38,1.0301,0.9912,0.4778,1047,39,0,34,327.18,167.91,-2.4
2024-01-21,S001,West,P004,Grocery,2024,1,Sunday,1,0,4.1,3.07,4.02,1.78,0.25,1,percentage_discount,0.19,69.14,1.0301,0.9912,0.4778,1047,173,0,136,417.88,175.5,-1.4
2024-01-21,S001,West,P005,Grocery,2024,1,Sunday,1,0,5.77,5.77,5.42,2.6,0.0,0,none,0.19,15.2,1.0301,0.9912,0.4778,1047,60,0,60,346.05,190.23,-1.7
2024-01-21,S001,West,P006,Grocery,2024,1,Sunday,1,0,9.3,9.3,10.06,4.38,0.0,0,none,0.19,27.26,1.0301,0.9912,0.4778,1047,44,0,41,381.19,201.65,-2.0
2024-01-21,S001,West,P007,Household,2024,1,Sunday,1,0,7.79,7.79,8.4,3.87,0.0,0,none,0.19,31.31,1.0301,0.9912,0.4778,1047,46,0,36,280.61,141.29,-1.2
2024-01-21,S001,West,P008,Household,2024,1,Sunday,1,0,13.38,13.38,13.89,6.62,0.0,0,none,0.19,22.25,1.0301,0.9912,0.4778,1047,32,0,26,347.96,175.84,-1.5
2024-01-21,S001,West,P009,Personal Care,2024,1,Sunday,1,0,6.47,5.17,6.27,3.06,0.2,1,percentage_discount,0.19,61.59,1.0301,0.9912,0.4778,1047,76,0,51,263.78,107.96,-1.3
2024-01-21,S001,West,P010,Personal Care,2024,1,Sunday,1,0,11.23,8.43,10.99,5.35,0.25,1,percentage_discount,0.19,46.71,1.0301,0.9912,0.4778,1047,52,1,52,438.14,160.12,-1.6
2024-01-21,S002,West,P001,Beverages,2024,1,Sunday,1,0,4.49,4.49,4.07,2.14,0.0,0,none,0.22,9.71,1.0301,0.9912,0.4778,914,57,0,50,224.72,117.79,-1.8
2024-01-21,S002,West,P002,Beverages,2024,1,Sunday,1,0,7.32,7.32,7.59,3.26,0.0,0,none,0.22,29.76,1.0301,0.9912,0.4778,914,40,0,40,292.81,162.45,-2.1
